Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
58744977,The Last Thing He Told Me,Laura Dave,"Dave, Laura",,"=""""","=""""",0,3.83,Simon & Schuster,Hardcover,306,2021,2021,,2021/12/26,to-read,to-read (#21),to-read,,,,0,0
56294820,"Oh William! (Amgash, #3)",Elizabeth Strout,"Strout, Elizabeth",,"=""0812989430""","=""9780812989434""",0,3.86,Random House,Hardcover,240,2021,2021,,2021/12/26,to-read,to-read (#20),to-read,,,,0,0
56404444,Bewilderment,Richard Powers,"Powers, Richard",,"=""0393881148""","=""9780393881141""",0,3.91,W. W. Norton Company,Hardcover,278,2021,2021,,2021/12/26,to-read,to-read (#19),to-read,,,,0,0
55467800,That Summer,Jennifer Weiner,"Weiner, Jennifer",,"=""1501133543""","=""9781501133541""",0,3.75,Atria Books,Hardcover,422,2021,2021,,2021/12/26,to-read,to-read (#18),to-read,,,,0,0
56597885,"Beautiful World, Where Are You",Sally Rooney,"Rooney, Sally",,"=""0374602603""","=""9780374602604""",0,3.53,"Farrar, Straus and Giroux",Hardcover,356,2021,2021,,2021/12/26,to-read,to-read (#17),to-read,,,,0,0
56783258,Cloud Cuckoo Land,Anthony Doerr,"Doerr, Anthony",,"=""1982168439""","=""9781982168438""",0,4.25,Scribner,Hardcover,626,2021,2021,,2021/12/26,to-read,to-read (#16),to-read,,,,0,0
34043643,"The Last Mrs. Parrish (Mrs. Parrish, #1)",Liv Constantine,"Constantine, Liv",,"=""0062688162""","=""9780062688163""",0,3.96,Harper Large Print,Paperback,560,2017,2017,,2021/12/26,to-read,to-read (#15),to-read,,,,0,0
1953,A Tale of Two Cities,Charles Dickens,"Dickens, Charles",Richard Maxwell,"=""0141439602""","=""9780141439600""",0,3.88,Penguin Books,Paperback,489,2003,1859,,2021/12/26,to-read,to-read (#14),to-read,,,,0,0
43263680,"Ninth House (Alex Stern, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""1250313074""","=""9781250313072""",3,4.01,Flatiron Books,Hardcover,461,2019,2019,,2021/12/26,,,read,,,,1,0
7624,Lord of the Flies,William Golding,"Golding, William",,"=""0140283331""","=""9780140283334""",5,3.70,Penguin Books ,Paperback,182,1999,1954,,2021/12/26,,,read,,,,1,0
38447,"The Handmaid’s Tale (The Handmaid's Tale, #1)",Margaret Atwood,"Atwood, Margaret",,"=""038549081X""","=""9780385490818""",5,4.15,Anchor Books,Paperback,311,1998,1985,,2021/12/26,,,read,,,,1,0
5107,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,"=""0316769177""","=""9780316769174""",0,3.80,Back Bay Books,Paperback,277,2001,1951,,2021/12/26,to-read,to-read (#13),to-read,,,,0,0
40265832,How to Be an Antiracist,Ibram X. Kendi,"Kendi, Ibram X.",,"=""0525509283""","=""9780525509288""",0,4.37,One World,Hardcover,305,2019,2019,,2021/12/26,to-read,to-read (#12),to-read,,,,0,0
37976541,Bad Blood: Secrets and Lies in a Silicon Valley Startup,John Carreyrou,"Carreyrou, John",,"=""""","=""""",4,4.41,Knopf,Hardcover,339,2018,2018,,2021/12/26,,,read,,,,1,0
1898,Into Thin Air: A Personal Account of the Mt. Everest Disaster,Jon Krakauer,"Krakauer, Jon",,"=""""","=""""",5,4.26,Anchor Books,Paperback,368,1999,1997,,2021/12/26,,,read,,,,1,0
1842,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,"Diamond, Jared",,"=""0739467352""","=""9780739467350""",4,4.04,W.W. Norton & Company,Paperback,498,2005,1997,,2021/12/26,,,read,,,,1,0
1845,Into the Wild,Jon Krakauer,"Krakauer, Jon",,"=""0385486804""","=""9780385486804""",4,4.02,Anchor Books,Paperback,207,1997,1996,,2021/12/26,,,read,,,,1,0
52129515,Untamed,Glennon Doyle,"Doyle, Glennon",Glennon Doyle Melton,"=""1984801252""","=""9781984801258""",3,3.98,The Dial Press,Hardcover,333,2020,2020,,2021/12/26,,,read,,,,1,0
1617,Night,Elie Wiesel,"Wiesel, Elie","Marion Wiesel, François Mauriac","=""0374500010""","=""9780374500016""",5,4.38,Hill & Wang,Paperback,120,2006,1956,,2021/12/26,,,read,,,,1,0
9418327,Bossypants,Tina Fey,"Fey, Tina",,"=""""","=""""",5,3.96,Reagan Arthur Books,ebook,283,2011,2011,,2021/12/26,,,read,,,,1,0
38746485,Becoming,Michelle Obama,"Obama, Michelle",,"=""1524763136""","=""9781524763138""",0,4.44,Crown,Hardcover,448,2018,2018,,2021/12/26,to-read,to-read (#11),to-read,,,,0,0
35133922,Educated,Tara Westover,"Westover, Tara",,"=""0399590501""","=""9780399590504""",5,4.47,Random House,Hardcover,352,2018,2018,,2021/12/26,,,read,,,,1,0
929,Memoirs of a Geisha,Arthur Golden,"Golden, Arthur",,"=""1400096898""","=""9781400096893""",5,4.16,Vintage Books USA,Mass Market Paperback,503,2005,1997,,2021/12/26,,,read,,,,1,0
50623864,The Invisible Life of Addie LaRue,V.E. Schwab,"Schwab, V.E.",Victoria Schwab,"=""0765387565""","=""9780765387561""",0,4.17,Tor Books,Hardcover,448,2020,2020,,2021/12/26,to-read,to-read (#10),to-read,,,,0,0
10964,"Outlander (Outlander, #1)",Diana Gabaldon,"Gabaldon, Diana",,"=""0440242940""","=""9780440242949""",0,4.26,Dell,Mass Market Paperback,850,2005,1991,,2021/12/26,to-read,to-read (#9),to-read,,,,0,0
21853621,The Nightingale,Kristin Hannah,"Hannah, Kristin",,"=""0312577222""","=""9780312577223""",0,4.64,St. Martin's Press,Hardcover,440,2015,2015,,2021/12/26,to-read,to-read (#8),to-read,,,,0,0
32620332,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1501139231""","=""9781501139239""",0,4.40,Atria Books,Hardcover,389,2017,2017,,2021/12/26,to-read,to-read (#7),to-read,,,,0,0
18143977,All the Light We Cannot See,Anthony Doerr,"Doerr, Anthony",,"=""1476746583""","=""9781476746586""",0,4.31,Scribner,Hardcover,544,2014,2014,,2021/12/26,to-read,to-read (#6),to-read,,,,0,0
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,"=""0439023483""","=""9780439023481""",4,4.35,Scholastic Press,Hardcover,374,2008,2008,,2021/12/26,,,read,,,,1,0
35959740,Circe,Madeline Miller,"Miller, Madeline",,"=""0316556343""","=""9780316556347""",0,4.22,"Little, Brown and Company",Hardcover,393,2018,2018,,2021/12/26,to-read,to-read (#5),to-read,,,,0,0
13496,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,"Martin, George R.R.",,"=""0553588486""","=""9780553588484""",4,4.45,Bantam,Mass Market Paperback,835,2005,1996,,2021/12/26,,,read,,,,1,0
35068432,I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer,Michelle McNamara,"McNamara, Michelle","Gillian Flynn, Patton Oswalt","=""0062319809""","=""9780062319807""",0,4.12,Harper,ebook,352,2018,2018,,2021/12/26,to-read,to-read (#4),to-read,,,,0,0
22034,"The Godfather (The Godfather, #1)",Mario Puzo,"Puzo, Mario","Robert Thompson, Peter Bart","=""""","=""""",0,4.40,NAL,Paperback,448,2002,1969,,2021/12/26,to-read,to-read (#3),to-read,,,,0,0
18045891,Sharp Objects,Gillian Flynn,"Flynn, Gillian",,"=""0297851535""","=""9780297851530""",0,4.01,Broadway Paperbacks,Paperback,254,2007,2006,,2021/12/26,to-read,to-read (#2),to-read,,,,0,0
22557272,The Girl on the Train,Paula Hawkins,"Hawkins, Paula",,"=""1594633665""","=""9781594633669""",4,3.96,Riverhead Books,Hardcover,336,2015,2015,,2021/12/26,,,read,,,,1,0
2429135,"The Girl With the Dragon Tattoo (Millennium, #1)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,"=""0670069019""","=""9780670069019""",3,4.17,Viking Canada,Hardcover,480,2008,2005,,2021/12/26,,,read,,,,1,0
44767458,Dune (Dune #1),Frank Herbert,"Herbert, Frank",,"=""059309932X""","=""9780593099322""",0,4.28,Ace,Hardcover,658,2019,1965,,2021/12/26,to-read,to-read (#1),to-read,,,,0,0
